 # time [a.u.]         RMT-1           RMT-3           RMT-6          SAE
 2.84000000E+01  6.09375229E-04  5.82825940E-04  5.81852683E-04  6.33053573E-04
 2.85000000E+01  6.36398372E-04  6.08673476E-04  6.07662928E-04  6.61124182E-04
 2.86000000E+01  6.63546466E-04  6.34640747E-04  6.33593002E-04  6.89325240E-04
 2.87000000E+01  6.90808505E-04  6.60717239E-04  6.59632407E-04  7.17645229E-04
 2.88000000E+01  7.18173269E-04  6.86892235E-04  6.85770441E-04  7.46072395E-04
 2.89000000E+01  7.45629328E-04  7.13154816E-04  7.11996198E-04  7.74594743E-04
 2.90000000E+01  7.73165041E-04  7.39493860E-04  7.38298566E-04  8.03200052E-04
 2.91000000E+01  8.00768550E-04  7.65898042E-04  7.64666230E-04  8.31875878E-04
 2.92000000E+01  8.28427787E-04  7.92355834E-04  7.91087673E-04  8.60609567E-04
 2.93000000E+01  8.56130475E-04  8.18855509E-04  8.17551177E-04  8.89388256E-04
 2.94000000E+01  8.83864140E-04  8.45385154E-04  8.44044839E-04  9.18198889E-04
 2.95000000E+01  9.11616127E-04  8.71932679E-04  8.70556577E-04  9.47028222E-04
 2.96000000E+01  9.39373613E-04  8.98485833E-04  8.97074148E-04  9.75862834E-04
 2.97000000E+01  9.67123616E-04  9.25032208E-04  9.23585152E-04  1.00468914E-03
 2.98000000E+01  9.94853007E-04  9.51559256E-04  9.50077047E-04  1.03349338E-03
 2.99000000E+01  1.02254852E-03  9.78054294E-04  9.76537157E-04  1.06226168E-03
 3.00000000E+01  1.05019677E-03  1.00450452E-03  1.00295268E-03  1.09098000E-03
 3.01000000E+01  1.07778425E-03  1.03089701E-03  1.02931070E-03  1.11963419E-03
 3.02000000E+01  1.10529735E-03  1.05721873E-03  1.05559820E-03  1.14820998E-03
 3.03000000E+01  1.13272235E-03  1.08345657E-03  1.08180205E-03  1.17669299E-03
 3.04000000E+01  1.16004546E-03  1.10959729E-03  1.10790903E-03  1.20506877E-03
 3.05000000E+01  1.18725278E-03  1.13562760E-03  1.13390584E-03  1.23332275E-03
 3.06000000E+01  1.21433035E-03  1.16153411E-03  1.15977911E-03  1.26144034E-03
 3.07000000E+01  1.24126411E-03  1.18730337E-03  1.18551537E-03  1.28940684E-03
 3.08000000E+01  1.26803995E-03  1.21292185E-03  1.21110111E-03  1.31720754E-03
 3.09000000E+01  1.29464370E-03  1.23837597E-03  1.23652276E-03  1.34482767E-03
 3.10000000E+01  1.32106115E-03  1.26365213E-03  1.26176670E-03  1.37225245E-03
 3.11000000E+01  1.34727811E-03  1.28873669E-03  1.28681932E-03  1.39946708E-03
 3.12000000E+01  1.37328035E-03  1.31361605E-03  1.31166700E-03  1.42645674E-03
 3.13000000E+01  1.39905368E-03  1.33827658E-03  1.33629611E-03  1.45320662E-03
 3.14000000E+01  1.42458391E-03  1.36270467E-03  1.36069307E-03  1.47970195E-03
 3.15000000E+01  1.44985687E-03  1.38688675E-03  1.38484428E-03  1.50592796E-03
 3.16000000E+01  1.47485842E-03  1.41080926E-03  1.40873620E-03  1.53186991E-03
 3.17000000E+01  1.49957445E-03  1.43445865E-03  1.43235530E-03  1.55751312E-03
 3.18000000E+01  1.52399087E-03  1.45782144E-03  1.45568806E-03  1.58284295E-03
 3.19000000E+01  1.54809361E-03  1.48088414E-03  1.47872104E-03  1.60784483E-03
 3.20000000E+01  1.57186866E-03  1.50363333E-03  1.50144082E-03  1.63250424E-03
 3.21000000E+01  1.59530208E-03  1.52605566E-03  1.52383404E-03  1.65680675E-03
 3.22000000E+01  1.61837999E-03  1.54813783E-03  1.54588741E-03  1.68073801E-03
 3.23000000E+01  1.64108861E-03  1.56986663E-03  1.56758775E-03  1.70428376E-03
 3.24000000E+01  1.66341424E-03  1.59122894E-03  1.58892195E-03  1.72742983E-03
 3.25000000E+01  1.68534329E-03  1.61221175E-03  1.60987701E-03  1.75016216E-03
 3.26000000E+01  1.70686227E-03  1.63280212E-03  1.63043999E-03  1.77246678E-03
 3.27000000E+01  1.72795775E-03  1.65298720E-03  1.65059807E-03  1.79432985E-03
 3.28000000E+01  1.74861643E-03  1.67275423E-03  1.67033851E-03  1.81573765E-03
 3.29000000E+01  1.76882507E-03  1.69209056E-03  1.68964867E-03  1.83667655E-03
 3.30000000E+01  1.78857060E-03  1.71098364E-03  1.70851603E-03  1.85713308E-03
 3.31000000E+01  1.80784003E-03  1.72942105E-03  1.72692818E-03  1.87709388E-03
 3.32000000E+01  1.82662053E-03  1.74739049E-03  1.74487285E-03  1.89654572E-03
 3.33000000E+01  1.84489938E-03  1.76487977E-03  1.76233787E-03  1.91547552E-03
 3.34000000E+01  1.86266402E-03  1.78187685E-03  1.77931123E-03  1.93387032E-03
 3.35000000E+01  1.87990200E-03  1.79836981E-03  1.79578102E-03  1.95171731E-03
 3.36000000E+01  1.89660099E-03  1.81434683E-03  1.81173547E-03  1.96900380E-03
 3.37000000E+01  1.91274879E-03  1.82979624E-03  1.82716293E-03  1.98571728E-03
 3.38000000E+01  1.92833335E-03  1.84470649E-03  1.84205186E-03  2.00184535E-03
 3.39000000E+01  1.94334273E-03  1.85906615E-03  1.85639087E-03  2.01737577E-03
 3.40000000E+01  1.95776513E-03  1.87286393E-03  1.87016870E-03  2.03229645E-03
 3.41000000E+01  1.97158892E-03  1.88608870E-03  1.88337425E-03  2.04659544E-03
 3.42000000E+01  1.98480260E-03  1.89872945E-03  1.89599654E-03  2.06026094E-03
 3.43000000E+01  1.99739482E-03  1.91077533E-03  1.90802475E-03  2.07328130E-03
 3.44000000E+01  2.00935440E-03  1.92221566E-03  1.91944822E-03  2.08564502E-03
 3.45000000E+01  2.02067030E-03  1.93303987E-03  1.93025643E-03  2.09734075E-03
 3.46000000E+01  2.03133165E-03  1.94323760E-03  1.94043902E-03  2.10835730E-03
 3.47000000E+01  2.04132775E-03  1.95279859E-03  1.94998579E-03  2.11868362E-03
 3.48000000E+01  2.05064803E-03  1.96171277E-03  1.95888668E-03  2.12830882E-03
 3.49000000E+01  2.05928209E-03  1.96997021E-03  1.96713179E-03  2.13722217E-03
 3.50000000E+01  2.06721966E-03  1.97756110E-03  1.97471135E-03  2.14541309E-03
 3.51000000E+01  2.07445060E-03  1.98447580E-03  1.98161573E-03  2.15287115E-03
 3.52000000E+01  2.08096495E-03  1.99070480E-03  1.98783547E-03  2.15958610E-03
 3.53000000E+01  2.08675290E-03  1.99623875E-03  1.99336125E-03  2.16554784E-03
 3.54000000E+01  2.09180483E-03  2.00106847E-03  1.99818391E-03  2.17074642E-03
 3.55000000E+01  2.09611127E-03  2.00518495E-03  2.00229446E-03  2.17517209E-03
 3.56000000E+01  2.09966294E-03  2.00857935E-03  2.00568410E-03  2.17881523E-03
 3.57000000E+01  2.10245075E-03  2.01124299E-03  2.00834418E-03  2.18166642E-03
 3.58000000E+01  2.10446579E-03  2.01316739E-03  2.01026622E-03  2.18371641E-03
 3.59000000E+01  2.10569932E-03  2.01434421E-03  2.01144194E-03  2.18495613E-03
 3.60000000E+01  2.10614282E-03  2.01476534E-03  2.01186321E-03  2.18537668E-03
 3.61000000E+01  2.10578795E-03  2.01442281E-03  2.01152211E-03  2.18496937E-03
 3.62000000E+01  2.10462655E-03  2.01330884E-03  2.01041088E-03  2.18372568E-03
 3.63000000E+01  2.10265067E-03  2.01141585E-03  2.00852195E-03  2.18163732E-03
 3.64000000E+01  2.09985255E-03  2.00873645E-03  2.00584794E-03  2.17869619E-03
 3.65000000E+01  2.09622465E-03  2.00526344E-03  2.00238167E-03  2.17489438E-03
 3.66000000E+01  2.09175964E-03  2.00098981E-03  1.99811617E-03  2.17022423E-03
 3.67000000E+01  2.08645039E-03  1.99590880E-03  1.99304466E-03  2.16467830E-03
 3.68000000E+01  2.08029002E-03  1.99001382E-03  1.98716057E-03  2.15824937E-03
 3.69000000E+01  2.07327188E-03  1.98329852E-03  1.98045757E-03  2.15093046E-03
 3.70000000E+01  2.06538955E-03  1.97575681E-03  1.97292955E-03  2.14271485E-03
 3.71000000E+01  2.05663691E-03  1.96738282E-03  1.96457067E-03  2.13359607E-03
 3.72000000E+01  2.04700808E-03  1.95817094E-03  1.95537533E-03  2.12356793E-03
 3.73000000E+01  2.03649747E-03  1.94811586E-03  1.94533819E-03  2.11262449E-03
 3.74000000E+01  2.02509978E-03  1.93721251E-03  1.93445420E-03  2.10076011E-03
 3.75000000E+01  2.01281000E-03  1.92545610E-03  1.92271856E-03  2.08796945E-03
 3.76000000E+01  1.99962339E-03  1.91284213E-03  1.91012677E-03  2.07424746E-03
 3.77000000E+01  1.98553554E-03  1.89936637E-03  1.89667458E-03  2.05958940E-03
 3.78000000E+01  1.97054230E-03  1.88502488E-03  1.88235807E-03  2.04399088E-03
 3.79000000E+01  1.95463985E-03  1.86981402E-03  1.86717356E-03  2.02744783E-03
 3.80000000E+01  1.93782468E-03  1.85373044E-03  1.85111771E-03  2.00995650E-03
 3.81000000E+01  1.92009363E-03  1.83677112E-03  1.83418750E-03  1.99151354E-03
 3.82000000E+01  1.90144389E-03  1.81893340E-03  1.81638024E-03  1.97211593E-03
 3.83000000E+01  1.88187303E-03  1.80021493E-03  1.79769357E-03  1.95176104E-03
 3.84000000E+01  1.86137898E-03  1.78061374E-03  1.77812552E-03  1.93044663E-03
 3.85000000E+01  1.83996004E-03  1.76012820E-03  1.75767444E-03  1.90817085E-03
 3.86000000E+01  1.81761490E-03  1.73875704E-03  1.73633904E-03  1.88493225E-03
 3.87000000E+01  1.79434264E-03  1.71649938E-03  1.71411843E-03  1.86072980E-03
 3.88000000E+01  1.77014275E-03  1.69335471E-03  1.69101208E-03  1.83556290E-03
 3.89000000E+01  1.74501515E-03  1.66932292E-03  1.66701986E-03  1.80943139E-03
 3.90000000E+01  1.71896016E-03  1.64440430E-03  1.64214206E-03  1.78233553E-03
 3.91000000E+01  1.69197856E-03  1.61859954E-03  1.61637934E-03  1.75427605E-03
 3.92000000E+01  1.66407151E-03  1.59190976E-03  1.58973278E-03  1.72525413E-03
 3.93000000E+01  1.63524062E-03  1.56433644E-03  1.56220388E-03  1.69527143E-03
 3.94000000E+01  1.60548795E-03  1.53588150E-03  1.53379453E-03  1.66433007E-03
 3.95000000E+01  1.57481597E-03  1.50654730E-03  1.50450705E-03  1.63243266E-03
 3.96000000E+01  1.54322762E-03  1.47633661E-03  1.47434422E-03  1.59958230E-03
 3.97000000E+01  1.51072632E-03  1.44525266E-03  1.44330924E-03  1.56578258E-03
 3.98000000E+01  1.47731596E-03  1.41329913E-03  1.41140576E-03  1.53103757E-03
 3.99000000E+01  1.44300091E-03  1.38048016E-03  1.37863791E-03  1.49535187E-03
 4.00000000E+01  1.40778603E-03  1.34680037E-03  1.34501029E-03  1.45873057E-03
 4.01000000E+01  1.37167666E-03  1.31226482E-03  1.31052794E-03  1.42117928E-03
 4.02000000E+01  1.33467865E-03  1.27687908E-03  1.27519640E-03  1.38270411E-03
 4.03000000E+01  1.29679830E-03  1.24064912E-03  1.23902164E-03  1.34331170E-03
 4.04000000E+01  1.25804239E-03  1.20358142E-03  1.20201009E-03  1.30300917E-03
 4.05000000E+01  1.21841818E-03  1.16568288E-03  1.16416867E-03  1.26180420E-03
 4.06000000E+01  1.17793340E-03  1.12696088E-03  1.12550471E-03  1.21970495E-03
 4.07000000E+01  1.13659627E-03  1.08742327E-03  1.08602606E-03  1.17672012E-03
 4.08000000E+01  1.09441549E-03  1.04707834E-03  1.04574100E-03  1.13285890E-03
 4.09000000E+01  1.05140026E-03  1.00593488E-03  1.00465829E-03  1.08813100E-03
 4.10000000E+01  1.00756025E-03  9.64002118E-04  9.62787156E-04  1.04254664E-03
 4.11000000E+01  9.62905643E-04  9.21289779E-04  9.20137301E-04  9.96116541E-04
 4.12000000E+01  9.17447101E-04  8.77808035E-04  8.76718887E-04  9.48851920E-04
 4.13000000E+01  8.71195758E-04  8.33567515E-04  8.32542533E-04  9.00764490E-04
 4.14000000E+01  8.24163205E-04  7.88579295E-04  7.87619303E-04  8.51866455E-04
 4.15000000E+01  7.76361485E-04  7.42854880E-04  7.41960691E-04  8.02170498E-04
 4.16000000E+01  7.27803086E-04  6.96406202E-04  6.95578623E-04  7.51689779E-04
 4.17000000E+01  6.78500936E-04  6.49245619E-04  6.48485446E-04  7.00437929E-04
 4.18000000E+01  6.28468406E-04  6.01385907E-04  6.00693929E-04  6.48429039E-04
 4.19000000E+01  5.77719300E-04  5.52840263E-04  5.52217263E-04  5.95677651E-04
 4.20000000E+01  5.26267861E-04  5.03622299E-04  5.03069054E-04  5.42198755E-04
 4.21000000E+01  4.74128764E-04  4.53746046E-04  4.53263323E-04  4.88007775E-04
 4.22000000E+01  4.21317106E-04  4.03225937E-04  4.02814498E-04  4.33120560E-04
 4.23000000E+01  3.67848406E-04  3.52076809E-04  3.51737408E-04  3.77553380E-04
 4.24000000E+01  3.13738590E-04  3.00313890E-04  3.00047271E-04  3.21322908E-04
 4.25000000E+01  2.59003976E-04  2.47952786E-04  2.47759686E-04  2.64446215E-04
 4.26000000E+01  2.03661256E-04  1.95009464E-04  1.94890610E-04  2.06940761E-04
 4.27000000E+01  1.47727467E-04  1.41500233E-04  1.41456344E-04  1.48824378E-04
 4.28000000E+01  9.12199892E-05  8.74417346E-05  8.74735191E-05  9.01152668E-05
 4.29000000E+01  3.41565403E-05  3.28509378E-05  3.29590972E-05  3.08319827E-05
 4.30000000E+01 -2.34448206E-05 -2.22548573E-05 -2.20696306E-05 -2.90065751E-05
 4.31000000E+01 -8.15656923E-05 -7.78580224E-05 -7.75950456E-05 -8.93811734E-05
 4.32000000E+01 -1.40187337E-04 -1.33940606E-04 -1.33599207E-04 -1.50272256E-04
 4.33000000E+01 -1.99290695E-04 -1.90484346E-04 -1.90063863E-04 -2.11659953E-04
 4.34000000E+01 -2.58856398E-04 -2.47470680E-04 -2.46970466E-04 -2.73524094E-04
 4.35000000E+01 -3.18864780E-04 -3.04880759E-04 -3.04300179E-04 -3.35844216E-04
 4.36000000E+01 -3.79295892E-04 -3.62695459E-04 -3.62033891E-04 -3.98599572E-04
 4.37000000E+01 -4.40129514E-04 -4.20895396E-04 -4.20152234E-04 -4.61769146E-04
 4.38000000E+01 -5.01345162E-04 -4.79460935E-04 -4.78635588E-04 -5.25331657E-04
 4.39000000E+01 -5.62922096E-04 -5.38372195E-04 -5.37464087E-04 -5.89265573E-04
 4.40000000E+01 -6.24839327E-04 -5.97609057E-04 -5.96617629E-04 -6.53549115E-04
 4.41000000E+01 -6.87075625E-04 -6.57151173E-04 -6.56075881E-04 -7.18160271E-04
 4.42000000E+01 -7.49609537E-04 -7.16977977E-04 -7.15818295E-04 -7.83076801E-04
 4.43000000E+01 -8.12419393E-04 -7.77068695E-04 -7.75824119E-04 -8.48276246E-04
 4.44000000E+01 -8.75483312E-04 -8.37402358E-04 -8.36072401E-04 -9.13735937E-04
 4.45000000E+01 -9.38779214E-04 -8.97957805E-04 -8.96542005E-04 -9.79432999E-04
 4.46000000E+01 -1.00228482E-03 -9.58713690E-04 -9.57211607E-04 -1.04534436E-03
 4.47000000E+01 -1.06597764E-03 -1.01964848E-03 -1.01805970E-03 -1.11144677E-03
 4.48000000E+01 -1.12983501E-03 -1.08074045E-03 -1.07906459E-03 -1.17771676E-03
 4.49000000E+01 -1.19383406E-03 -1.14196772E-03 -1.14020441E-03 -1.24413074E-03
 4.50000000E+01 -1.25795174E-03 -1.20330820E-03 -1.20145711E-03 -1.31066488E-03
 4.51000000E+01 -1.32216484E-03 -1.26473967E-03 -1.26280052E-03 -1.37729525E-03
 4.52000000E+01 -1.38644998E-03 -1.32623976E-03 -1.32421228E-03 -1.44399770E-03
 4.53000000E+01 -1.45078365E-03 -1.38778595E-03 -1.38566990E-03 -1.51074795E-03
 4.54000000E+01 -1.51514215E-03 -1.44935555E-03 -1.44715076E-03 -1.57752158E-03
 4.55000000E+01 -1.57950165E-03 -1.51092578E-03 -1.50863210E-03 -1.64429399E-03
 4.56000000E+01 -1.64383821E-03 -1.57247369E-03 -1.57009100E-03 -1.71104045E-03
 4.57000000E+01 -1.70812772E-03 -1.63397621E-03 -1.63150445E-03 -1.77773608E-03
 4.58000000E+01 -1.77234595E-03 -1.69541015E-03 -1.69284929E-03 -1.84435588E-03
 4.59000000E+01 -1.83646853E-03 -1.75675219E-03 -1.75410226E-03 -1.91087469E-03
 4.60000000E+01 -1.90047096E-03 -1.81797889E-03 -1.81523995E-03 -1.97726723E-03
 4.61000000E+01 -1.96432862E-03 -1.87906669E-03 -1.87623886E-03 -2.04350808E-03
 4.62000000E+01 -2.02801679E-03 -1.93999191E-03 -1.93707535E-03 -2.10957172E-03
 4.63000000E+01 -2.09151061E-03 -2.00073080E-03 -1.99772571E-03 -2.17543247E-03
 4.64000000E+01 -2.15478513E-03 -2.06125947E-03 -2.05816610E-03 -2.24106455E-03
 4.65000000E+01 -2.21781530E-03 -2.12155393E-03 -2.11837260E-03 -2.30644205E-03
 4.66000000E+01 -2.28057592E-03 -2.18159012E-03 -2.17832117E-03 -2.37153896E-03
 4.67000000E+01 -2.34304173E-03 -2.24134383E-03 -2.23798769E-03 -2.43632914E-03
 4.68000000E+01 -2.40518731E-03 -2.30079081E-03 -2.29734792E-03 -2.50078636E-03
 4.69000000E+01 -2.46698720E-03 -2.35990669E-03 -2.35637755E-03 -2.56488427E-03
 4.70000000E+01 -2.52841582E-03 -2.41866702E-03 -2.41505221E-03 -2.62859642E-03
 4.71000000E+01 -2.58944753E-03 -2.47704731E-03 -2.47334742E-03 -2.69189626E-03
 4.72000000E+01 -2.65005663E-03 -2.53502298E-03 -2.53123868E-03 -2.75475716E-03
 4.73000000E+01 -2.71021733E-03 -2.59256939E-03 -2.58870139E-03 -2.81715239E-03
 4.74000000E+01 -2.76990380E-03 -2.64966186E-03 -2.64571091E-03 -2.87905515E-03
 4.75000000E+01 -2.82909011E-03 -2.70627564E-03 -2.70224255E-03 -2.94043853E-03
 4.76000000E+01 -2.88775032E-03 -2.76238592E-03 -2.75827156E-03 -3.00127559E-03
 4.77000000E+01 -2.94585840E-03 -2.81796786E-03 -2.81377313E-03 -3.06153930E-03
 4.78000000E+01 -3.00338828E-03 -2.87299656E-03 -2.86872243E-03 -3.12120256E-03
 4.79000000E+01 -3.06031385E-03 -2.92744711E-03 -2.92309458E-03 -3.18023826E-03
 4.80000000E+01 -3.11660898E-03 -2.98129454E-03 -2.97686467E-03 -3.23861921E-03
 4.81000000E+01 -3.17224751E-03 -3.03451387E-03 -3.03000777E-03 -3.29631820E-03
 4.82000000E+01 -3.22720324E-03 -3.08708011E-03 -3.08249893E-03 -3.35330800E-03
 4.83000000E+01 -3.28145000E-03 -3.13896826E-03 -3.13431320E-03 -3.40956134E-03
 4.84000000E+01 -3.33496162E-03 -3.19015333E-03 -3.18542563E-03 -3.46505099E-03
 4.85000000E+01 -3.38771194E-03 -3.24061033E-03 -3.23581129E-03 -3.51974968E-03
 4.86000000E+01 -3.43967485E-03 -3.29031434E-03 -3.28544529E-03 -3.57363018E-03
 4.87000000E+01 -3.49082430E-03 -3.33924045E-03 -3.33430276E-03 -3.62666529E-03
 4.88000000E+01 -3.54113425E-03 -3.38736380E-03 -3.38235889E-03 -3.67882785E-03
 4.89000000E+01 -3.59057875E-03 -3.43465960E-03 -3.42958892E-03 -3.73009076E-03
 4.90000000E+01 -3.63913190E-03 -3.48110310E-03 -3.47596815E-03 -3.78042698E-03
 4.91000000E+01 -3.68676788E-03 -3.52666964E-03 -3.52147194E-03 -3.82980956E-03
 4.92000000E+01 -3.73346099E-03 -3.57133463E-03 -3.56607574E-03 -3.87821165E-03
 4.93000000E+01 -3.77918562E-03 -3.61507362E-03 -3.60975514E-03 -3.92560651E-03
 4.94000000E+01 -3.82391633E-03 -3.65786226E-03 -3.65248582E-03 -3.97196755E-03
 4.95000000E+01 -3.86762779E-03 -3.69967635E-03 -3.69424360E-03 -4.01726829E-03
 4.96000000E+01 -3.91029486E-03 -3.74049185E-03 -3.73500448E-03 -4.06148246E-03
 4.97000000E+01 -3.95189253E-03 -3.78028486E-03 -3.77474457E-03 -4.10458392E-03
 4.98000000E+01 -3.99239600E-03 -3.81903165E-03 -3.81344018E-03 -4.14654678E-03
 4.99000000E+01 -4.03178065E-03 -3.85670870E-03 -3.85106781E-03 -4.18734532E-03
 5.00000000E+01 -4.07002211E-03 -3.89329269E-03 -3.88760415E-03 -4.22695410E-03
 5.01000000E+01 -4.10709623E-03 -3.92876052E-03 -3.92302614E-03 -4.26534789E-03
 5.02000000E+01 -4.14297913E-03 -3.96308936E-03 -3.95731097E-03 -4.30250177E-03
 5.03000000E+01 -4.17764722E-03 -3.99625665E-03 -3.99043607E-03 -4.33839107E-03
 5.04000000E+01 -4.21107721E-03 -4.02824009E-03 -4.02237919E-03 -4.37299146E-03
 5.05000000E+01 -4.24324611E-03 -4.05901770E-03 -4.05311834E-03 -4.40627894E-03
 5.06000000E+01 -4.27413127E-03 -4.08856780E-03 -4.08263187E-03 -4.43822983E-03
 5.07000000E+01 -4.30371037E-03 -4.11686903E-03 -4.11089842E-03 -4.46882083E-03
 5.08000000E+01 -4.33196139E-03 -4.14390032E-03 -4.13789694E-03 -4.49802902E-03
 5.09000000E+01 -4.35886272E-03 -4.16964098E-03 -4.16360676E-03 -4.52583190E-03
 5.10000000E+01 -4.38439310E-03 -4.19407066E-03 -4.18800753E-03 -4.55220736E-03
 5.11000000E+01 -4.40853167E-03 -4.21716941E-03 -4.21107932E-03 -4.57713375E-03
 5.12000000E+01 -4.43125803E-03 -4.23891768E-03 -4.23280259E-03 -4.60058986E-03
 5.13000000E+01 -4.45255220E-03 -4.25929634E-03 -4.25315822E-03 -4.62255498E-03
 5.14000000E+01 -4.47239471E-03 -4.27828672E-03 -4.27212754E-03 -4.64300885E-03
 5.15000000E+01 -4.49076655E-03 -4.29587061E-03 -4.28969236E-03 -4.66193174E-03
 5.16000000E+01 -4.50764923E-03 -4.31203025E-03 -4.30583492E-03 -4.67930445E-03
 5.17000000E+01 -4.52302474E-03 -4.32674838E-03 -4.32053798E-03 -4.69510829E-03
 5.18000000E+01 -4.53687558E-03 -4.34000821E-03 -4.33378474E-03 -4.70932515E-03
 5.19000000E+01 -4.54918476E-03 -4.35179344E-03 -4.34555893E-03 -4.72193747E-03
 5.20000000E+01 -4.55993583E-03 -4.36208829E-03 -4.35584475E-03 -4.73292826E-03
 5.21000000E+01 -4.56911288E-03 -4.37087748E-03 -4.36462694E-03 -4.74228115E-03
 5.22000000E+01 -4.57670056E-03 -4.37814628E-03 -4.37189078E-03 -4.74998035E-03
 5.23000000E+01 -4.58268411E-03 -4.38388051E-03 -4.37762211E-03 -4.75601070E-03
 5.24000000E+01 -4.58704935E-03 -4.38806655E-03 -4.38180730E-03 -4.76035766E-03
 5.25000000E+01 -4.58978269E-03 -4.39069137E-03 -4.38443334E-03 -4.76300733E-03
 5.26000000E+01 -4.59087118E-03 -4.39174252E-03 -4.38548779E-03 -4.76394645E-03
 5.27000000E+01 -4.59030247E-03 -4.39120814E-03 -4.38495879E-03 -4.76316243E-03
 5.28000000E+01 -4.58806487E-03 -4.38907701E-03 -4.38283511E-03 -4.76064331E-03
 5.29000000E+01 -4.58414733E-03 -4.38533850E-03 -4.37910617E-03 -4.75637785E-03
 5.30000000E+01 -4.57853946E-03 -4.37998262E-03 -4.37376196E-03 -4.75035543E-03
 5.31000000E+01 -4.57123150E-03 -4.37300001E-03 -4.36679312E-03 -4.74256615E-03
 5.32000000E+01 -4.56221433E-03 -4.36438190E-03 -4.35819092E-03 -4.73300078E-03
 5.33000000E+01 -4.55147948E-03 -4.35412016E-03 -4.34794721E-03 -4.72165079E-03
 5.34000000E+01 -4.53901912E-03 -4.34220729E-03 -4.33605452E-03 -4.70850832E-03
 5.35000000E+01 -4.52482608E-03 -4.32863641E-03 -4.32250597E-03 -4.69356624E-03
 5.36000000E+01 -4.50889388E-03 -4.31340129E-03 -4.30729536E-03 -4.67681808E-03
 5.37000000E+01 -4.49121669E-03 -4.29649636E-03 -4.29041710E-03 -4.65825810E-03
 5.38000000E+01 -4.47178937E-03 -4.27791667E-03 -4.27186629E-03 -4.63788124E-03
 5.39000000E+01 -4.45060745E-03 -4.25765797E-03 -4.25163865E-03 -4.61568315E-03
 5.40000000E+01 -4.42766717E-03 -4.23571662E-03 -4.22973060E-03 -4.59166018E-03
 5.41000000E+01 -4.40296543E-03 -4.21208968E-03 -4.20613917E-03 -4.56580937E-03
 5.42000000E+01 -4.37649984E-03 -4.18677481E-03 -4.18086207E-03 -4.53812846E-03
 5.43000000E+01 -4.34826865E-03 -4.15977037E-03 -4.15389764E-03 -4.50861590E-03
 5.44000000E+01 -4.31827081E-03 -4.13107534E-03 -4.12524489E-03 -4.47727080E-03
 5.45000000E+01 -4.28650594E-03 -4.10068933E-03 -4.09490345E-03 -4.44409300E-03
 5.46000000E+01 -4.25297430E-03 -4.06861264E-03 -4.06287362E-03 -4.40908300E-03
 5.47000000E+01 -4.21767683E-03 -4.03484615E-03 -4.02915630E-03 -4.37224200E-03
 5.48000000E+01 -4.18061514E-03 -3.99939142E-03 -3.99375306E-03 -4.33357186E-03
 5.49000000E+01 -4.14179148E-03 -3.96225062E-03 -3.95666609E-03 -4.29307515E-03
 5.50000000E+01 -4.10120877E-03 -3.92342656E-03 -3.91789820E-03 -4.25075509E-03
 5.51000000E+01 -4.05887062E-03 -3.88292270E-03 -3.87745287E-03 -4.20661558E-03
 5.52000000E+01 -4.01478127E-03 -3.84074312E-03 -3.83533419E-03 -4.16066118E-03
 5.53000000E+01 -3.96894566E-03 -3.79689255E-03 -3.79154690E-03 -4.11289713E-03
 5.54000000E+01 -3.92136935E-03 -3.75137635E-03 -3.74609637E-03 -4.06332932E-03
 5.55000000E+01 -3.87205856E-03 -3.70420052E-03 -3.69898859E-03 -4.01196428E-03
 5.56000000E+01 -3.82102015E-03 -3.65537164E-03 -3.65023017E-03 -3.95880922E-03
 5.57000000E+01 -3.76826162E-03 -3.60489693E-03 -3.59982833E-03 -3.90387199E-03
 5.58000000E+01 -3.71379111E-03 -3.55278422E-03 -3.54779088E-03 -3.84716108E-03
 5.59000000E+01 -3.65761737E-03 -3.49904193E-03 -3.49412627E-03 -3.78868563E-03
 5.60000000E+01 -3.59974981E-03 -3.44367912E-03 -3.43884353E-03 -3.72845542E-03
 5.61000000E+01 -3.54019846E-03 -3.38670542E-03 -3.38195232E-03 -3.66648086E-03
 5.62000000E+01 -3.47897397E-03 -3.32813109E-03 -3.32346288E-03 -3.60277303E-03
